"study","IDX","suno","age","gender","education","scircle","vote2012","vote2008","libcons","party","knowledge","SupFirst","Owarm","Ocomp","Swarm","Scomp","ID","Incentive","supportOC","prefOC","matchown","targetS","IDN","EST","exp","length"
2,303,597,38,1,4,60,4,4,3,3,3,1,3.6,4.8,4.6,4.4,0,0,1,5,4,0,0,5,"Any time you get the government involved in something like this, its just going to lead to more complexity and end up with something worse than with what we started. Just leave the private sector alone and let the market handle this stuff! ",240
2,303,598,38,1,4,60,4,4,3,3,3,1,3.6,4.8,4.6,4.4,0,0,1,5,4,1,0,5.9,"I think it is time we did something about the broken healthcare system in this country. Reform is LONG overdue. Obamacare is a great attempt to get things moving in the right direction. It's going to make health care more affordable for those people out there that aren't covered now.",284
2,304,599,32,1,4,60,2,2,3,1,4,1,2.8,6.2,5.8,4,0,0,1,5,4,0,0,6,"I think ObamaCare is a terrible system that serves only those who are lazy.  The lazy among us can leech off those of us that work hard, make a good living and earned our healthcare.  I think that it's inevitable that healthcare costs will continue to rise for those of us that can afford while the freeloaders of society will just get free health care without any or little cost to them.  In the end, it's just another form of socialism that Obama supports that gives us hardworking people the shaft while the lazy get free food, free heathcare and free housing.",563
2,304,600,32,1,4,60,2,2,3,1,4,1,2.8,6.2,5.8,4,0,0,1,5,4,1,0,5.5,"I think that it's a step in the right direction toward a healthcare system that works.  I don't think it's perfect, but at the same does it has helped people who would otherwise be unable to get health insurance due to either cost, preexisting condition or other circumstance to get coverage.  I feel like for too long people have had to get buy without healthcare.  While this solution likely to needs to be fixed over time, it's starting us out on a path that will allow us to get everyone covered and to get us invested in the health of our friends and neighbors as human beings.",582
2,305,601,29,1,4,30,2,2,3,3,4,0,3,3.2,5.6,5.2,0,0,1,5,2,0,0,5,"I think we shouldn't be forced into purchasing any sort of products, including healthcare. I think the government shouldn't be able to force insurance companies to provide contraceptives.",187
2,305,602,29,1,4,30,2,2,3,3,4,0,3,3.2,5.6,5.2,0,0,1,5,2,1,0,5.7,"I believe everyone should have the right to affordable healthcare, and ObamaCare is a step in the right direction. I also believe that people should be able to afford health care, even when they have a pre existing condition.",225
2,306,603,27,2,4,0,2,2,3,1,2,1,5,4.8,4.6,3.6,0,1,0,4,2,0,0,5.6,"ObamaCare promised that we could all keep our insurance and doctors if we liked them but many of us can't. It has increased the price that many people pay for health insurance. My coverage and/or rates were much better before ObamaCare as they were for many Americans.",268
2,306,604,27,2,4,0,2,2,3,1,2,1,5,4.8,4.6,3.6,0,1,0,4,2,1,0,3,"I think that ObamaCare is a great thing for our country. Health care is necessary and insurance is something that all Americans should have regardless of whether or not they can afford it. ObamaCare makes sure that all citizens are covered by health insurance.",260
2,307,605,29,1,3,19,2,2,2,1,2,0,4.2,4,3.2,3.8,0,1,0,2,6,0,0,3,"I believe ObamaCare is basically forcing healthcare on people. I believe as Americans people should have the choice to decide and not be punished for not conforming to the masses. Its a novel concept by our President, I just think it does more negative than positive.",267
2,307,606,29,1,3,19,2,2,2,1,2,0,4.2,4,3.2,3.8,0,1,0,2,6,1,0,1.3,"I support it because its principles will allow for every American to be covered in case of an emergency.",104
2,308,607,55,2,4,0,1,1,7,2,4,0,7,6.4,1.2,2.8,0,0,0,1,7,0,0,5,"I think that ObamaCare is socialized medicine.  The government doesn't do well at running very many departments. Any doctor I have spoken to is against the policies.  It will be difficult to find doctors who are willing to take patients for the cut prices of medicare. Business and tax payers will be forced to support financially policies that are against their religious beliefs.",381
2,308,608,55,2,4,0,1,1,7,2,4,0,7,6.4,1.2,2.8,0,0,0,1,7,1,0,1,"I believe the government should run health plans so that everyone has to have insurance and everyone has all their healthcare needs or desires met equally.  The government should be in the business of controlling the lives of its citizens.",239
2,309,609,27,1,3,40,2,2,3,3,3,1,1.8,4.4,4.8,4.2,0,0,1,6,6,0,0,6,"I think that keeping insurance private and competitive between businesses will provide the best care and lowest prices.",119
2,309,610,27,1,3,40,2,2,3,3,3,1,1.8,4.4,4.8,4.2,0,0,1,6,6,1,0,5,"I think insurance will be cheaper for everybody if everybody has insurance.  ",77
2,310,611,64,1,4,15,1,1,5,4,3,1,4,4,4,4,0,1,0,2,1,0,0,6.6,"I oppose Obamacare because it is one of the most ill-conceived pieces of major legislation ever to have been passed and signed into law.  It is a true Frankenstein set of laws that does not serve the general welfare, that will drive up the cost of healthcare, and will not fully serve its intended target group.  It is punitive to many, unaffordable to lower income workers who qualify for insurance but not Medicaid, and will upend the doctor-patient relationship.  To be effective it should have been a true single payer system that would be a seamless process for all citizens.  Instead, we got the ACA website rollout that was a major fiasco.  We have doctors now becoming inquisitors for the government asking questions about sex habits when you go in for a sprained arm.  It would have been more prudent to expand the Medicare program to everyone in the country not covered by health insurance. ",901
2,310,612,64,1,4,15,1,1,5,4,3,1,4,4,4,4,0,1,0,2,1,1,0,5.9,"I support the Affordable Care Act because it brings the promise of health insurance to millions of Americans who have been uninsured for various reasons.  It provides free contraceptive and abortion services to all of the insured.  It sets certain standards that must be met by all insurance companies and makes sure that benefits are mandated.  It also forces everyone to participate in paying for the program, especially those who have more money than I do.  If people do not sign up for insurance they will be forced to pay a fine to the IRS each year they are not covered and that it fine by me. ",600
2,311,613,24,1,2,89,2,2,2,1,4,1,2.6,4,4.6,3,0,0,1,7,7,0,0,6,"I believe obama care will cost the people too much, further putting our country in debt. This an not be good for the well being of america.",139
2,311,614,24,1,2,89,2,2,2,1,4,1,2.6,4,4.6,3,0,0,1,7,7,1,0,5.6,"I believe everyone has the right to affordable health care. I cant understand why anyone would oppose that. ",108
2,312,615,43,2,3,10,4,4,6,4,1,1,4.4,3.6,5.2,4.4,0,1,1,5,5,0,0,3,"I think that people oppose ObamaCare because the people that get it really do not deserve it most of the time. They usually are illegal immigrants and do not deserve to have it.",177
2,312,616,43,2,3,10,4,4,6,4,1,1,4.4,3.6,5.2,4.4,0,1,1,5,5,1,0,2,"I think that ObamaCare is good for people that are unable to afford healthcare. ",80
2,313,617,27,2,4,40,1,1,7,2,4,1,5.6,6.6,4,2.8,0,1,0,1,1,0,0,6,"I oppose ObamaCare because the government should not be managing private industry. Having access to medical care is a fundamental right, not having health insurance. If a person has something seriously wrong with them, they will not be turned away from an ER even if they dont have health insurance. The hospital isnt going to leave you dying in the lobby. Additionally, the government has not successfully managed any mass government program. Look at social security and medicare neither one is self sufficient and both are expected to eventually run out of money. Does there need to be reforms to the current health system? Yes! The government managing insurance is not the answer. It is not sustainable for older people and people with pre-existing conditions to be regulated that they cant pay more than x times the cheapest premium. That is not how insurance works.",870
2,313,618,27,2,4,40,1,1,7,2,4,1,5.6,6.6,4,2.8,0,1,0,1,1,1,0,5.5,"I support ObamaCare because I think everyone is entitled to health insurance and the government should provide it to those that dont currently have it available. I also think that some people shouldnt have to pay more for health insurance despite the fact they have pre-existing conditions. I think healthcare is something everyone deserves no matter what.",356
2,314,619,37,1,6,63,2,1,3,6,3,0,4,5.6,5.8,6,0,1,1,6,2,0,0,5.6,"I think ObamaCare is stealing from regular Americans.  I'm a hard working American, I've worked all my adult life, and Obama wants to take my money and give to freeloading welfare queens.  It's just like all those other government programs, Obama and those Democrats think they know how to run my life better than I do.",319
2,314,620,37,1,6,63,2,1,3,6,3,0,4,5.6,5.8,6,0,1,1,6,2,1,0,6.3,"I support the Affordable Care Act because I think it adds to the security net that we need for the most disadvantaged in our society.  It's our responsibility as human beings in a first world country to make sure that all of our citizens have access to affordable medical care.  Also, it will try to get ever expanding medical costs under control.  Healthcare spending is growing at an unsustainable rate and the ACA aims to fix it.",432
2,315,621,24,2,4,61,4,2,2,1,3,1,3.4,3.2,6.4,6,0,0,1,5,4,0,0,4,"I believe ObamaCare is damaging to healthcare in this country because it is going to increase everyone's premiums. Now that more less desirable people will receive coverage (such as those with preexisting conditions), premiums are going to be through the roof. I also believe private companies should not be forced to cover birth control if it goes against their core values, like what is happening with Hobby Lobby.",416
2,315,622,24,2,4,61,4,2,2,1,3,1,3.4,3.2,6.4,6,0,0,1,5,4,1,0,5.4,"I believe ObamaCare ensures that more people will receive health care coverage. I think that ObamaCare also changes healthcare in this country for the better. For example, insurance companies can no longer reject people for preexisting conditions (which would have barred millions from attaining healthcare in the past) and sets a standard level of coverage the insurance companies must provide. I also believe that Obamacare has made women's health a priority by ensuring that all health insurance plans cover birth control.",525
2,316,623,34,2,4,26,1,1,4,6,3,1,4.2,5.4,3.2,2.6,0,1,0,1,4,0,0,4.4,"I believe that people should work to support themselves instead of continuously getting handouts from the government.  The economy is suffering for the middle class, while the lower class enjoys benefits for being lower class and then has no inclination to try making a better life for themselves.",297
2,316,624,34,2,4,26,1,1,4,6,3,1,4.2,5.4,3.2,2.6,0,1,0,1,4,1,0,1.9,"I believe that ObamaCare will continue to fund my freeloader lifestyle.  I already have welfare, a free phone, and an EBT card.  Now ObamaCare can take care of my medical bills too.",181
2,317,625,28,1,6,30,4,4,2,3,3,0,5.2,6.2,6,5.2,0,0,0,3,4,0,0,5,"I oppose ObamaCare because I don't think it's fair. Younger people are usually more healthy than older people, why do they need insurance? Some people are already paying for insurance, choosing what they want to pay for, but others will have to pay for insurance that includes services they don't need. Lastly, there's a fee I'll have to pay if I don't want it? That's unfair!",376
2,317,626,28,1,6,30,4,4,2,3,3,0,5.2,6.2,6,5.2,0,0,0,3,4,1,0,5.4,"I support ObamaCare because I think it works. Making services available for people who can't get insurance is a great idea. For those who can't afford it, they can use Medicaid which is also a good idea. Children can't be denied, so it's beneficial for the young ones. ObamaCare seems to help everyone as much as it can!",320
2,318,627,36,1,4,91,2,2,1,1,3,1,3.4,4.2,5,4.2,0,0,1,6,7,0,0,6,"I don't want to pay more for my current health care.  Why should other people get something I have to pay for.",110
2,318,628,36,1,4,91,2,2,1,1,3,1,3.4,4.2,5,4.2,0,0,1,6,7,1,0,6.1,"I believe that it is the responsibility of the government to provide affordable health care to all its citizens, regardless of economic status.  I think the ACA is a strong step in that direction.",196
2,319,629,31,1,4,40,2,2,2,1,5,1,2,4.8,6.6,5.4,0,0,1,6,7,0,0,3,"I oppose obamacare because I believe it will destroy jobs.  Employers will choose to cut the amount of full-time jobs so that they can avoid penatlies.",151
2,319,630,31,1,4,40,2,2,2,1,5,1,2,4.8,6.6,5.4,0,0,1,6,7,1,0,5.9,"I believe that healthcare is a right.  People should have access to affordable healthcare irrespective of their socioeconomic status.  No one should have to choose between living and bankruptcy.  No on should choose whether to eat or whether to take their medications.",268
2,320,631,42,1,4,0,1,1,7,2,5,0,7,7,4.8,4,0,0,0,1,7,0,0,7,"I have never seen the government be good at anything. The old joke is that the government is full of red tape. Is this what we want our health care to be? I should be private. If they wanted to accomplish the same things they could have done it privatley but they decided not to and this is wrong. We should not be forced to purchase health care.",346
2,320,632,42,1,4,0,1,1,7,2,5,0,7,7,4.8,4,0,0,0,1,7,1,0,1,"I am for obama care becasue I would dont have a job and would like to have health care. I think that others should pay for me and take care of me. I also have lots of problems and i need help.",192
2,321,633,25,2,3,9,1,1,3,2,2,1,6,5.8,4.4,2,0,1,0,1,1,0,0,2.9,"I oppose ObamaCare because goverment should not be forcing healthcare on everyones. Some of us can not afford it anyway! ",121
2,321,634,25,2,3,9,1,1,3,2,2,1,6,5.8,4.4,2,0,1,0,1,1,1,0,4.8,"I support ObamaCare so that everyone will be able to access healthcare.",71
2,322,635,39,2,4,1,1,1,7,4,3,1,6.6,6.8,2.6,2.4,0,0,0,1,1,0,0,7,"The government should stay out of our healthcare and out of the insurance industry. They have no right to try to force us to buy a product (insurance) that we don't need or want. ObamaCare is just another way to screw over the middle class and destroy the healthcare industry in America. ",288
2,322,636,39,2,4,1,1,1,7,4,3,1,6.6,6.8,2.6,2.4,0,0,0,1,1,1,0,6,"ObamaCare is great because now everyone will have FREE healthcare. It's good that the government is finally addressing the insurance problem and is doing this for us.",166
2,323,637,33,2,4,60,2,2,2,1,2,1,3.6,4.8,5,4.6,0,0,1,6,7,0,0,5,"I think the federal government is too big and ObamaCare makes it bigger and more invasive. I believe government healthcare should be a state issue, not a federal issue. I think ObamaCare will raise costs for businesses (especially smaller businesses) which will lead to job losses as businesses try to lower costs.",314
2,323,638,33,2,4,60,2,2,2,1,2,1,3.6,4.8,5,4.6,0,0,1,6,7,1,0,4.8,"I believe that every American should have access to affordable healthcare and that universal healthcare is a growing worldwide trend. I think that insurance companies should not be allowed to discrimate based on pre-exisiting conditions. ",238
2,324,639,25,2,3,84,2,2,2,1,3,1,3.8,5.4,7,5.8,0,1,1,6,7,0,0,5.7,"I would oppose ObamaCare because I have a health insurance through my work. I may also oppose it if the payments for it were too high.",134
2,324,640,25,2,3,84,2,2,2,1,3,1,3.8,5.4,7,5.8,0,1,1,6,7,1,0,6.1,"I think would support ObamaCare because it is meant to be affordable. I do not have health insurance and this makes it obtainable without breaking the bank.",156
2,325,641,48,2,4,81,2,2,2,1,2,1,4.4,5,4.6,3.8,0,0,1,7,5,0,0,5,"I would be opossed to Obamacare because the employer mandate: Most companies  will now be forced to pay for expensive health insurance for their employees or pay huge fines. Predictably, this is resulting in fewer full-time hires and more and more part-time workers to avoid the requirement. Also uts to Medicare: In order to pay for Obamacare. Also we will have to pay more taxes down the road.",395
2,325,642,48,2,4,81,2,2,2,1,2,1,4.4,5,4.6,3.8,0,0,1,7,5,1,0,4.4,"I am in support of Obama care because this plan creates new protections to ensure your insurance plan covers you when you need it. Also it will make prescription drug coverage affordable to seniors and others.It will also ensure affordable health care coverage to middle income families. I believe obama care is going in the right direction",340
2,326,643,24,1,2,72,4,4,2,6,2,0,3.6,5.2,5,4.2,0,0,1,5,1,0,0,4,"I don't think it's fair that people with jobs who pay taxes have to pick up the slack for the unemployed. I was just fine with my plan before this happened. Now I have to pay more. That isn't fair to me at all.",210
2,326,644,24,1,2,72,4,4,2,6,2,0,3.6,5.2,5,4.2,0,0,1,5,1,1,0,3.3,"It's very simple why I support the ACA. I'm poor, before I had no insurance, and now I do. I think that's a pretty good deal.",125
2,327,645,23,1,3,50,4,4,4,6,2,0,4.8,6.2,6.6,5.4,0,0,1,5,3,0,0,4,"I oppose Obama care because it is making it more difficult for small businesses to exist and for new businesses to be created. It is forcing our current small business owners into high priced insurance packages with no other options on the table. Our entire medical system needs an overhaul to understand why the price of medication and medical care varies so much from other countries. It even varies from hospital to hospital in the same city! Insurance companies in our company have driven prices outrageously high and hospitals are run like privately owned business profiting off of all of it.",597
2,327,646,23,1,3,50,4,4,4,6,2,0,4.8,6.2,6.6,5.4,0,0,1,5,3,1,0,3.7,"I support Obama care because I think that everyone deserves health care. It is a basic right and the action needed to be taken to make sure that everyone in our country will receive it.",185
2,328,647,22,1,3,20,3,4,4,5,5,1,4.6,6.6,5.4,3.6,0,0,0,1,1,0,0,7,"I believe that Obamacare is an invasion of our Constitutional Rights. The Constitution does not give Congress, nor any branch of Federal Government, the right or power to force citizens to pay the government money if they do not have health insurance, or to force citizens to pay tax dollars for other people to receive healthcare. It is a tax, regardless of what name they give it. On top of that, private healthcare providers are being forced to provide private healthcare information to the government about their patients which is a clear violation of their right to privacy.",579
2,328,648,22,1,3,20,3,4,4,5,5,1,4.6,6.6,5.4,3.6,0,0,0,1,1,1,0,6,"I believe that every person is guaranteed access to affordable healthcare as a basic human right. It hurts our economy, country, and the entire world to not allow people access to healthcare. People are paying extreme amounts of money for healthcare insurance with no actual guarantee that they won't get dropped from it because of high medical bills. It is a common story that people are diagnosed with cancer or another life threatening and debilitating disease and are then dropped from their insurance. Most other first world countries have universal healthcare, why don't we?",580
2,329,649,30,1,6,82,2,2,1,1,4,1,2.8,3,5.6,5.4,0,1,1,6,7,0,0,6.1,"I believe it is socialism / It will create death panels / I won't be able to keep my doctor.   / It will increase my taxes. / I won't have health care choices.  ",161
2,329,650,30,1,6,82,2,2,1,1,4,1,2.8,3,5.6,5.4,0,1,1,6,7,1,0,6,"It eliminates pre-existing conditions / It makes choosing a health plan easier through an exchange / subsides make health care more accessible for low-income people.  ",167
2,330,651,37,2,3,75,2,2,3,1,4,1,4,4,4,4,0,0,1,5,5,0,0,3,"I oppose Obama Care because we are all ready in debt and the funds to assist with low income healthcare would put us in more debt. ",131
2,330,652,37,2,3,75,2,2,3,1,4,1,4,4,4,4,0,0,1,5,5,1,0,4,"I believe that this Act will allow all American's to get affordable health insurance. It would in the long run bring down the cost of healthcare to everyone, since everyone will be covered. ",190
2,331,653,44,2,4,35,1,3,7,6,3,1,4.4,5.8,2.6,3,0,1,0,1,1,0,0,6,"I oppose Obamacare because it is the wrong answer to the problems people face when seeking healthcare.  Obamacare is not about heath CARE but about health insurance.  No one in this country can be denied health care based on ability or inability to pay; that is the law.  While some people face difficult challenges in trying to get health coverage, a significant number of the uninsured were without insurance by choice. The problems with insurance companies denying coverage to patients were real, but were much smaller than reported.  They were overblown to make the case for a larger program than was really needed. /  / Now that the law is in place, we are seeing people lose health plans and being forced to buy more expensive options that include coverage that they do not want and will never use.  A good example of this is the fact that every policy is now required to carry ob/gyn coverage.  A single man with no children will never have need of this and should be allowed to opt out of paying for it.  Furthermore, the law is not being implemented as written, so the market is not able to function with any certainty about what rules will be in force even a week from now.   /  /  / Even setting aside th problems with implementation, I oppose this legislation on philosophical grounds.  I do not believe the Federal Government should be involved in compelling people to make individual economic choices. ",1416
2,331,654,44,2,4,35,1,3,7,6,3,1,4.4,5.8,2.6,3,0,1,0,1,1,1,0,6,"I think everyone in America deserves healthcare.  Too many rich insurance companies deny care to the needy and people who are already sick so that they can't get any treatment when they are in need.  American healthcare is the most expensive in the world, and too many people are left out of the system because of cost.  Obamacare is a step int the right direction to help get everyone covered and help people afford medical coverage, no matter what job they have. Thanks to the exchanges, people are no longer tied to an employer to provide health coverage, but they can leave a job and still get insurance even if they have  a pre-existing condition.",652
2,332,655,36,1,6,60,1,1,5,4,3,0,3.6,4.8,5.6,4.8,0,1,0,3,4,0,0,6,"I don't believe in socialized medicine. People should have to work in order to get healthcare. I think only the strong will survive. ObamaCare is going to cost too much money and put us into debt. The government can't do anything right anyway. I think that people are going to get even lazier now.",297
2,332,656,36,1,6,60,1,1,5,4,3,0,3.6,4.8,5.6,4.8,0,1,0,3,4,1,0,4.6,"I think that it was a travesty that we were the only civilized country without universal healthcare.  There are so many people without insurance out there that I want to cry. I believe everyone has a right to medicine. People who are opposing ObamaCare hate Obama. ",265
2,333,657,32,2,5,2,1,2,7,2,5,0,5.2,7,1.8,1.8,0,0,0,1,7,0,0,7,"I think ObamaCare will raise the insurance premiums of the middle class in order to provide health coverage to the poor. Additionally, taxes will be raised to pay for covering poor people. The middle class is squeezed enough. I don't want to pay for the single mother with three childrens' healthcare because she didn't make better decisions.",342
2,333,658,32,2,5,2,1,2,7,2,5,0,5.2,7,1.8,1.8,0,0,0,1,7,1,0,2.2,"I believe everyone should have the right to healthcare. It should be provided for everyone, no matter what their social class. ",127
2,334,659,27,1,3,62,2,2,3,3,3,0,3.4,4.4,5,4.6,0,0,0,3,6,0,0,3,"I believe that insurance companies are acting disproportionately to what this act was trying to accomplish. They have hiked their regular rates for both people subscribed to Obamacare and to those who chose to purchase privately. ",230
2,334,660,27,1,3,62,2,2,3,3,3,0,3.4,4.4,5,4.6,0,0,0,3,6,1,0,4.8,"I think it is important for all members of our nation to be equally insured and to have access to affordable health care. This act has reduced some of the burden on the lower classes. ",184
2,335,661,33,1,6,61,2,2,2,1,3,1,5,5,5,5,0,1,1,5,5,0,0,4.4,"I think that ObamaCare is something that has been forced on Americans by the government.  Americans should be able to choose how they want to acquire health care coverage.",171
2,335,662,33,1,6,61,2,2,2,1,3,1,5,5,5,5,0,1,1,5,5,1,0,4.2,"I support ObamaCare because it provides affortable health care to all individuals.  It is important that all individuals have the ability to get health care and be covered in all aspects of it.  I think that the act is a good idea, but needs some things ironed out.  I know there is a lot of debate over it, but I support what the president and government is doing.",365
2,336,663,31,1,2,20,2,2,4,3,3,1,4.6,5.6,5.2,3.6,0,1,0,1,1,0,0,6.3,"It's ridiculous, It makes no sense, it needs much more improvement. It should never have been enacted until the public felt it was worthy.",138
2,336,664,31,1,2,20,2,2,4,3,3,1,4.6,5.6,5.2,3.6,0,1,0,1,1,1,0,4,"I support Obama and all his Policies, he is my President elect. I believe it is a good program for people who struggle to maintain healthcare",141
2,337,665,19,1,3,80,2,4,2,1,2,1,3.6,6,6.2,5,0,1,1,5,4,0,0,3,"I don't know much about ObamaCare, but I think it is a terrible thing. Why should we pay for something that others will benefit from? If they wanted health insurance, they should pay for it themselves instead of leeching off of hard working Americans like us. It is sick how they expect US to pay more in taxes for the incompetent. ",332
2,337,666,19,1,3,80,2,4,2,1,2,1,3.6,6,6.2,5,0,1,1,5,4,1,0,4.9,"I don't know very much about ObamaCare, but I think it is a good thing. I support ObamaCare because it helps those who need it. I think it's nice that everyone is helping the less fortunate.",190
2,338,667,53,1,6,10,1,1,6,4,4,1,6,5.4,3.4,3,0,0,0,1,1,0,0,7,"I oppose Obamacare because all it has done is create an expensive bureacratic mess.   Millions of Americans are losing good insurance policies they once had.  Dostors are closing their Offices because of the is program, and jobs are being lost as businesses avoid full time hires to prevent them from being subject to the law.",326
2,338,668,53,1,6,10,1,1,6,4,4,1,6,5.4,3.4,3,0,0,0,1,1,1,0,4,"I support Obamacare because Obama is a great President and anything he endorses has to be great.   Millions and millions of Americans would have just died before will now get great health care for free.    Obama really cares for the average American.",250
2,339,669,51,1,3,60,1,2,5,4,3,1,4.8,6,4.8,5.2,0,0,0,3,4,0,0,4,"I think Obamacare represents another case of vast government over-reach into private citizen's lives. It is true that health care needed reforming; it just didn't need this complicated mess.",190
2,339,670,51,1,3,60,1,2,5,4,3,1,4.8,6,4.8,5.2,0,0,0,3,4,1,0,4,"I believe  Obamacare is necessary to address the ever increasing cost of medical care in this country. If left unresolved, it could lead to catastrophic problems for both the individual and the country.",202
2,340,671,18,1,3,50,4,4,5,4,3,0,3.6,6.2,6.4,4.2,0,0,1,6,1,0,0,6,"I am opposed to the Affordable Care Act because I was happy with my health insurance before this law. Now that I am forced to sign up for obamacare my health insurance is going to skyrocket. It is really unfair for me and the millions of people in the same situation I am. ",273
2,340,672,18,1,3,50,4,4,5,4,3,0,3.6,6.2,6.4,4.2,0,0,1,6,1,1,0,6.2,"I love the affordable care act simply because I can get health insurance for almost free. Before this law, I was uninsured and very vulnerable. Now I have great insurance for an affordable price. ",196
2,341,673,44,1,3,50,2,2,3,1,3,1,5,5,5,5,0,0,1,6,6,0,0,5,"I think that ObamaCare is a bad idea.  I think that it forces people who are not able to afford healtcare to get it. Then fines them if they are not able to afford it then why should they be punished for not signing up for it.  IF should be the choice if they want to sign up fi the want then they should otherwise they shouldnt be forced",338
2,341,674,44,1,3,50,2,2,3,1,3,1,5,5,5,5,0,0,1,6,6,1,0,4.6,"I support ObamaCare because it will give people the option to have health care who normally wouldn not be able too. A lot fo jobs do not offer health care and makes it impossible for people to take care of theirselves and to get the medical help they need.  If everyone is able to get health care then they will be able to go to the Doctors whent hey are sick and get the medicine they need",390
2,342,675,60,2,4,3,3,2,4,6,5,0,5.8,6.2,1.8,1.8,0,0,0,1,7,0,0,7,"I believe this was written by the insurance companies to destroy this country. In addition, by having the government control health care, our bodies no longer belong to us. It stinks all the way through. No one can afford the huge rate increases caused by this ""affordable"" health care. Orwellian all the way. The opposite is true.",331
2,342,676,60,2,4,3,3,2,4,6,5,0,5.8,6.2,1.8,1.8,0,0,0,1,7,1,0,7,"I really like the idea of the nanny state. I want to give all my rights up and be taken care of by the state. I will do anything the government asks of me. I love Obama. He never lies. He is a good man--just look at his engaging smile! ",236
2,343,677,62,1,4,54,3,3,2,3,3,1,4.8,6,5.8,5,0,0,0,2,1,0,0,6,"I oppose ObamaCare because it is not right for the government to force people to buy insurance for themself. It is not like car insurance, where you are covering yourself for damage to the property of others. It should be your choice what to do. Besides, it's a mess. People are losing their old policies, and having trouble with new ones. And the money to cover poor people is just going to come out of the tax payer's pocket any way, just like it does now. ",459
2,343,678,62,1,4,54,3,3,2,3,3,1,4.8,6,5.8,5,0,0,0,2,1,1,0,5.1,"Because I feel that every one whould be covered by health insurance. It is the best way to get control of healtyh care spending in this country.  If every one were signed up, then the government wouldn't have to pay for so many emergency room visits etc made by uninsured people, like they do today. Hospitals would not have to write those off as losses. / Having everybody signed up would help spread the economic burden of health care around better.",451
2,344,679,62,2,6,92,2,2,1,1,3,1,4,5.8,6.6,5.6,0,0,1,7,7,0,0,5,"The insurance companies are going to benefit from this because the govt. will be spending huge amounts of money to subsidize policies.  And those who get them probably are not the most poor or the totally uninsured but rather those who fall somewhere in the middle.  We can not afford this.",290
2,344,680,62,2,6,92,2,2,1,1,3,1,4,5.8,6.6,5.6,0,0,1,7,7,1,0,5.9,"I think we have not provided what other civilized countries do in terms of health insurance.  Our health insurance has really been far below that of many other nations in terms of cost and accessibility.  I believe everyone should have access to good medical care through good insurance that is affordable and this will benefit us all in the long run since there will be a more healthy population.",397
2,345,681,28,1,6,70,2,2,1,1,4,0,2.6,3.6,5.4,5,0,0,1,6,1,0,0,6,"I oppose Obamacare because it's wrong for the government to mandate individuals must buy insurance or else be punished. I liked my healthcare and don't want to go down the road of socialist medicine with the government controlling everything.",242
2,345,682,28,1,6,70,2,2,1,1,4,0,2.6,3.6,5.4,5,0,0,1,6,1,1,0,6,"I support Obamacare because it codifies basic standards in health care insurance, sets up exchanges to promote competition, and subsidizes millions more people having insurance than would otherwise be the case (including greater accessibility for customers with pre-existing conditions).",287
2,346,683,44,1,6,35,1,1,5,2,4,0,5.4,6,5.2,4.8,0,1,0,1,5,0,0,5,"I believe that obamacare is forcing something on citizens that they don't want. It also is going to make healthcare more expensive not less expensive. Obamacare also will make it more difficult for small businesses to survive as they either have to pay the tax or offer health care to many groups of employees not currently receiving health benefits",349
2,346,684,44,1,6,35,1,1,5,2,4,0,5.4,6,5.2,4.8,0,1,0,1,5,1,0,5.3,"I believe Obamacare is best for this country. It finally gives access to affordable health care to all citizens, not just the wealthy. I think that health care is a fundamental right and this program assures that ALL citizens receive the right to health care. ",260
2,347,685,46,1,4,40,2,2,3,3,3,0,5,5.6,6,6,0,1,1,6,1,0,0,5.8,"I beleive that when the government gets involved in the private sector they make things worse.  Heathcare decisions are best handled by individuals and not some nameless, faceless official in Washington, DC.   I believe that the core of American greatness lies in the abilities of its citizens and the government needs to stay out of the way so I and others can achieve what  we are capable of.  Obamacare is an example of overreach by the government and impinges on my rights and freedoms and interferes with the free market system.  This government interference will only result in the quality of care decreasing and the cost of care increasing.",647
2,347,686,46,1,4,40,2,2,3,3,3,0,5,5.6,6,6,0,1,1,6,1,1,0,5.5,"I believe that access to health care is a basic human right.  The ability to buy affordable, quality insurance should not be tied to an employer but rather be accessible to everyone.  Insurers should not be able to deny coverage to someone who has a pre-existing condition.  I believe that in the long term having more people covered by insurance will make the cost associated with medical care in the country go down.   Before Obamacare those without insurance were still going to the hospital and recieving care and since they did not have insurance they most likey were unable to pay and cost of that would end up being passed on the rest of us in the form of higher costs.  I don't see this as a government take over of health care but rather making sure that the system is fair and affordable to more people.",813
2,348,687,55,1,6,71,4,4,1,3,3,1,3.6,4,4.2,4,0,0,1,7,5,0,0,4,"the government has no place in intervening. Society is survival of the fittest and people that are dependent on others are not a valua ble member of society",156
2,348,688,55,1,6,71,4,4,1,3,3,1,3.6,4,4.2,4,0,0,1,7,5,1,0,5,"It is important to have a society that covers the basic of human life. Healthcare is an important topic and only if all people are reasonable covered can we have a society where people do not have to unneccessarilky worry about their health in emergencies. Just like  having car-insurance, everybody should have health insurance",328
